category,id,name,decimal,source,aliases
Phase,pF00,Booting,,Community phase_id.csv,
Phase,pF01,?,,Community phase_id.csv,
Phase,pF02,?,,Community phase_id.csv,
Phase,pF03,?,,Community phase_id.csv,
Phase,pF04,?,,Community phase_id.csv,
Phase,pF05,?,,Community phase_id.csv,
Phase,pF06,Title Screen,,Community phase_id.csv,
Phase,pF07,?,,Community phase_id.csv,
Phase,pF10,Lyria's Journal,,Community phase_id.csv,
Phase,pF11,Credits,,Community phase_id.csv,
Phase,pFE0,?,,Community phase_id.csv,
Phase,pFE1,?,,Community phase_id.csv,
Phase,pFF0,?,,Community phase_id.csv,
Phase,pFFF,?,,Community phase_id.csv,
Quest,200000,A Lingering Regret,200000,Community Quest IDs,
Quest,200001,Save the Crustaceans,200001,Community Quest IDs,
Quest,200002,Miracle Mushrooms,200002,Community Quest IDs,
Quest,200003,Annoying Neighbors,200003,Community Quest IDs,
Quest,200100,Results Guaranteed,200100,Community Quest IDs,
Quest,200101,Pebbles of Perfection,200101,Community Quest IDs,
Quest,200102,Infested Skyways,200102,Community Quest IDs,
Quest,200103,Soaring Dream,200103,Community Quest IDs,
Quest,200104,Long Time No Fix,200104,Community Quest IDs,
Quest,200200,Memories on Ice,200200,Community Quest IDs,
Quest,200201,Vulnerable Nights,200201,Community Quest IDs,
Quest,205000,How Does Siero Do It?,205000,Community Quest IDs,
Quest,205001,Astral Research Notes,205001,Community Quest IDs,
Quest,205002,Be Legendary,205002,Community Quest IDs,
Quest,290002,Save the Crustaceans Part Deux,290002,Community Quest IDs,
Quest,290003,Save the Crustaceans the Third,290003,Community Quest IDs,
Quest/Stage,100000,Prologue - Game Intro,100000,Community quest_id.csv,
Quest/Stage,100001,Chapter 1 - Forest & Quakadile Fight,100001,Community quest_id.csv,
Quest/Stage,100002,Prologue - Repressed Memory,100002,Community quest_id.csv,
Quest/Stage,100003,Chapter 1 - Our Lives Are Linked,100003,Community quest_id.csv,
Quest/Stage,100005,Prologue - Ruffled Wings,100005,Community quest_id.csv,
Quest/Stage,100006,Prologue - Bahamut Fight,100006,Community quest_id.csv,
Quest/Stage,101000,Chapter 1 - Folka,101000,Community quest_id.csv,
Quest/Stage,101001,Chapter 2 - Skyboat Cutscene + The Hills,101001,Community quest_id.csv,
Quest/Stage,101002,Chapter 2 - Zeghard Fortress,101002,Community quest_id.csv,
Quest/Stage,101003,Chapter 3 - Tampeal Mines,101003,Community quest_id.csv,
Quest/Stage,101004,Chapter 3 - Furycane Boss Fight,101004,Community quest_id.csv,
Quest/Stage,101005,Chapter 3 - Mysterious Swordman/Id Fight,101005,Community quest_id.csv,
Quest/Stage,101F00,Chapter 2 - Skyboat Travel (Chapter 2 Start),,Community quest_id.csv,
Quest/Stage,102000,Chapter 4 - Initial Cutscene + Folca Church Cutscene,102000,Community quest_id.csv,
Quest/Stage,102002,Chapter 4 - Ship Chase,102002,Community quest_id.csv,
Quest/Stage,102F00,Chapter 4 - Grandcypher (Chapter 4 Start),,Community quest_id.csv,
Quest/Stage,103001,Chapter 5 - Mt. Neigelith,103001,Community quest_id.csv,
Quest/Stage,103F00,Chapter 5 - Grandcypher (Leutagne Airspace),,Community quest_id.csv,
Quest/Stage,104000,Chapter 6 - Seedhollow,104000,Community quest_id.csv,
Quest/Stage,104001,Chapter 6 - Dahli Island,104001,Community quest_id.csv,
Quest/Stage,104003,Chapter 6 - Id Memory Cutscene after Skyboat Travel,104003,Community quest_id.csv,
Quest/Stage,104F00,Chapter 6 - Grandcypher (Route to Seedhollow),,Community quest_id.csv,
Quest/Stage,104F01,Chapter 6 - Skyboat Travel with Zathba (Route to Dahli Island),,Community quest_id.csv,
Quest/Stage,105001,Chapter 7 - Phondam Isles,105001,Community quest_id.csv,
Quest/Stage,105002,Chapter 7 - Grandcypher Outro Cutscene + Avia Fight,105002,Community quest_id.csv,
Quest/Stage,105F00,Chapter 7 - Grandcypher (Intro),,Community quest_id.csv,
Quest/Stage,105F01,Chapter 7 - Grandcypher (Outro),,Community quest_id.csv,
Quest/Stage,106000,Chapter 8 - Seedhollow,106000,Community quest_id.csv,
Quest/Stage,106001,Chapter 8 - Seedhollow Castle,106001,Community quest_id.csv,
Quest/Stage,106002,Chapter 8 - Angra Mainyu,106002,Community quest_id.csv,
Quest/Stage,106F00,Chapter 8 - Grandcypher (Route to Seedhollow),,Community quest_id.csv,
Quest/Stage,107000,Chapter 9 - Seedhollow,107000,Community quest_id.csv,
Quest/Stage,107002,Chapter 9 - Pillar of Vayoi (Intro Cutscene),107002,Community quest_id.csv,
Quest/Stage,107F00,Chapter 9 - Grandcypher,,Community quest_id.csv,
Quest/Stage,108000,Final Chapter - Bahamut Versa,108000,Community quest_id.csv,
Quest/Stage,108001,Final Chapter - Credit Roll,108001,Community quest_id.csv,
Quest/Stage,108002,Final Chapter - After Bahamut Versa (on Grandcypher),108002,Community quest_id.csv,
Quest/Stage,108F00,Final Chapter - Grandcypher,,Community quest_id.csv,
Quest/Stage,210220,The Forbidden Spirit,210220,Community quest_id.csv,
Quest/Stage,210221,Icey Interior,210221,Community quest_id.csv,
Quest/Stage,210223,To Whirl Again,210223,Community quest_id.csv,
Quest/Stage,210225,Trowel and Error,210225,Community quest_id.csv,
Quest/Stage,210227,Family Reporting,210227,Community quest_id.csv,
Quest/Stage,210228,Wolves at the Door,210228,Community quest_id.csv,
Quest/Stage,210229,Aid from Afar,210229,Community quest_id.csv,
Quest/Stage,214630,Slime After Slime,214630,Community quest_id.csv,
Quest/Stage,290004,Save the Crustaceans Reloaded,290004,Community quest_id.csv,
Quest/Stage,290005,Save the Crustaceans Beyond,290005,Community quest_id.csv,
Quest/Stage,290006,Save the Crustaceans Neo,290006,Community quest_id.csv,
Quest/Stage,290007,Save the Crustaceans Returns,290007,Community quest_id.csv,
Quest/Stage,290008,Save the Crustaceans Prime,290008,Community quest_id.csv,
Quest/Stage,290009,Save the Crustaceans New Dawn,290009,Community quest_id.csv,
Quest/Stage,290010,Save the Crustaceans Chronicles,290010,Community quest_id.csv,
Quest/Stage,290011,Save the Crustaceans Origins,290011,Community quest_id.csv,
Quest/Stage,290012,Save the Crustaceans Supremacy,290012,Community quest_id.csv,
Quest/Stage,290013,Save the Crustaceans Infinity,290013,Community quest_id.csv,
Quest/Stage,290014,Save the Crustaceans Rises,290014,Community quest_id.csv,
Quest/Stage,290015,Save the Crustaceans Finale,290015,Community quest_id.csv,
Quest/Stage,407301,Blazing Trial,407301,Community quest_id.csv,
Quest/Stage,407302,Grounded Trial,407302,Community quest_id.csv,
Quest/Stage,407303,Stormy Trial,407303,Community quest_id.csv,
Quest/Stage,407304,Frigid Trial,407304,Community quest_id.csv,
Quest/Stage,407305,Worst Vacation Ever,407305,Community quest_id.csv,
Quest/Stage,407306,Trade Barriers,407306,Community quest_id.csv,
Quest/Stage,407307,Melting Pot of Hostility,407307,Community quest_id.csv,
Quest/Stage,407308,Banquet of Ice and Corpses,407308,Community quest_id.csv,
Quest/Stage,407309,For a Freer Folca,407309,Community quest_id.csv,
Quest/Stage,407310,A Quest of Fire and Earth,407310,Community quest_id.csv,
Quest/Stage,407311,A Quest of Frost and Storm,407311,Community quest_id.csv,
Quest/Stage,407312,The Wolf and the Veil,407312,Community quest_id.csv,
Quest/Stage,407313,Calamity Incarnate,407313,Community quest_id.csv,
Quest/Stage,407314,As Fierce as the Silver Wolf,407314,Community quest_id.csv,
Quest/Stage,407315,Memories of Fire,407315,Community quest_id.csv,
Quest/Stage,407316,Thunderbolts and Lightning,407316,Community quest_id.csv,
Quest/Stage,407317,Into the Abyss,407317,Community quest_id.csv,
Quest/Stage,407318,The Tale of Bahamut's Rage,407318,Community quest_id.csv,
Quest/Stage,407319,The Automagod Strikes Back,407319,Community quest_id.csv,
Quest/Stage,407320,The Final Vision,407320,Community quest_id.csv,
Quest/Stage,407321,Zero,407321,Community quest_id.csv,
Quest/Stage,407322,Lock Horns,407322,Community quest_id.csv,
Quest/Stage,407323,Dark Swordman's Nightmare,407323,Community quest_id.csv,
Quest/Stage,407324,Pageant of Might and Magic,407324,Community quest_id.csv,
Quest/Stage,407325,Zathba's 'Volunteers',407325,Community quest_id.csv,
Quest/Stage,500A00,Folka (endgame),,Community quest_id.csv,
Quest/Stage,501003,Seedhollow (endgame),501003,Community quest_id.csv,
Quest/Stage,5F0001,Grandcypher (endgame),,Community quest_id.csv,
Quest/Stage,601000,Practice,601000,Community quest_id.csv,
Quest/Stage,602000,Score Attack,602000,Community quest_id.csv,
Quest/Stage,603000,Time Attack,603000,Community quest_id.csv,
Quest/Stage,707001,Chapter 9 - Pillar of Vayoi,707001,Community quest_id.csv,
Quest/Stage,710000,Days of Our Zegagrande - The Automagod Strikes Back,710000,Community quest_id.csv,
Quest/Stage,710001,Days of Our Zegagrande - The Final Vision,710001,Community quest_id.csv,
Quest/Stage,720018,Lyria's Journal/Empty?,720018,Community quest_id.csv,
User Attribute Blob Offset,0x00,Language (4 bytes),,Community user_attributes.md,
User Attribute Blob Offset,0x04,Application version patch/minor/major,,Community user_attributes.md,
User Attribute Blob Offset,0x08,Display version patch/minor/major,,Community user_attributes.md,
User Attribute Blob Offset,0x0C,Number of granite tile sets to load,,Community user_attributes.md,
Entity Prefix - Model,ba,Room animated object,,Community entity_prefixes,Animated room object models.
Entity Prefix - Model,bg,Room static model prop,,Community entity_prefixes,Static room props; can be passthrough or non-passthrough.
Entity Prefix - Model,bh,Room breakable/obstacle object,,Community entity_prefixes,"Breakables, obstacles, and similar room objects."
Entity Prefix - Model,ef,Effect,,Community entity_prefixes,Effect model/entity prefix.
Entity Prefix - Model,em,Enemy body,,Community entity_prefixes,Enemy model/entity prefix.
Entity Prefix - Model,et,3D model viewer / miscellaneous entity,,Community entity_prefixes,Miscellaneous model-viewer entities and other objects.
Entity Prefix - Model,fe,Enemy face/head,,Community entity_prefixes,Enemy face/head model prefix.
Entity Prefix - Model,fn,NPC face/head,,Community entity_prefixes,NPC face/head model prefix.
Entity Prefix - Model,fp,Player face/head,,Community entity_prefixes,Player face/head model prefix.
Entity Prefix - Model,it,Miscellaneous/random model,,Community entity_prefixes,Miscellaneous item/random models.
Entity Prefix - Model,np,NPC body,,Community entity_prefixes,NPC body model prefix.
Entity Prefix - Model,pl,Player body,,Community entity_prefixes,Player body model prefix.
Entity Prefix - Model,tr,Landscape/scenery model,,Community entity_prefixes,"Map walls, cliffs, landscape, and scenery models."
Entity Prefix - Model,we,Enemy weapon,,Community entity_prefixes,Enemy weapon model prefix.
Entity Prefix - Model,wn,NPC weapon,,Community entity_prefixes,NPC weapon model prefix.
Entity Prefix - Model,wp,Player weapon,,Community entity_prefixes,Player weapon model prefix.
Entity Prefix - Scripting,ph,Phase,,Community entity_prefixes,Controls what stages to load.
Entity Prefix - Scripting,st,Stage/room/map,,Community entity_prefixes,"Stages, rooms, and maps."
Quest Result Title,EVA_STABLE_BATTLE,Rock Steady,0,Community quest_evaluation,Max amount of time spent in high health >= 60.0s
Quest Result Title,EVA_BACK_WATER,Fighting with Enmity,1,Community quest_evaluation,Time spent in low health <=25% >= 60.0s
Quest Result Title,EVA_LIKE_GUARD,Guard Lover,2,Community quest_evaluation,Successful guards >= 5
Quest Result Title,EVA_MASTER_OF_GUARD,Guard Master,3,Community quest_evaluation,Successful perfect guards >= 5
Quest Result Title,EVA_GUARDIAN,Guardian,4,Community quest_evaluation,Rock Steady + Guard Lover conditions
Quest Result Title,EVA_LIKE_DOUGE,Dodge Lover,5,Community quest_evaluation,Successful dodges >= 10
Quest Result Title,EVA_PERFECT_DOUGE,Dodge Master,6,Community quest_evaluation,Successful perfect dodges >= 5
Quest Result Title,EVA_BRILLIANT_STEP,Ninja,7,Community quest_evaluation,Rock Steady + Dodge Lover conditions
Quest Result Title,EVA_SKY_ATTACK,Aerial Assaulter,8,Community quest_evaluation,Airborne attacks >= 20
Quest Result Title,EVA_BACK_ATTACK,Backstabber,9,Community quest_evaluation,Back attacks >= 20
Quest Result Title,EVA_CRITICAL_ATTACK,Lord of Crits,10,Community quest_evaluation,Critical attacks >= 20
Quest Result Title,EVA_LINKATTACK_BIRTH,Link Starter,11,Community quest_evaluation,Link attack opportunities >= 5
Quest Result Title,EVA_LINKATTACK_SUCCESS,Link Master,12,Community quest_evaluation,Times link attack landed >= 5
Quest Result Title,EVA_LIKE_ABILITY,Skill Lover,13,Community quest_evaluation,Skills used >= 5
Quest Result Title,EVA_LIKE_SPECIFIC_ABILITY,Specialist,14,Community quest_evaluation,Specific skill used >= 5
Quest Result Title,EVA_SUPPORT_MASTER,Support Master,15,Community quest_evaluation,Buffs given to other characters >= 5
Quest Result Title,EVA_RESCUE,Healer,16,Community quest_evaluation,Heals >= 10
Quest Result Title,EVA_NO_DEAD,Helping Hand,17,Community quest_evaluation,Heals to low-health allies >= 2
Quest Result Title,EVA_NEVER_GIVEUP,Paramedic,18,Community quest_evaluation,Revives >= 5
Quest Result Title,EVA_START_SPARTS,SBA Trigger,19,Community quest_evaluation,Used SBA at least once
Quest Result Title,EVA_NO_ESCAPE,Jamming Expert,20,Community quest_evaluation,Successful debuffs excluding ATK/DEF >= 5
Quest Result Title,EVA_DEBUFF_MASTER,Debilitator,21,Community quest_evaluation,ATK/DEF debuffs >= 5
Quest Result Title,EVA_DESTROYER,Destroyer,22,Community quest_evaluation,Parts destroyed >= 3
Quest Result Title,EVA_LAST_ATTACK_ME,Last Hit,23,Community quest_evaluation,Dealt last attack
Quest Result Title,EVA_ENEMY_BUSTER,Executioner,24,Community quest_evaluation,Enemies killed >= 5
Quest Result Title,EVA_LIKE_JUMP,Bunny Hopper,25,Community quest_evaluation,Jumps >= 20
Quest Result Title,EVA_RUNNER,Long-Distance Runner,26,Community quest_evaluation,Distance travelled >= 1000 units
Quest Result Title,EVA_COMMU_MASTER,Sticker Lover,27,Community quest_evaluation,Stickers sent >= 5
Quest Result Title,EVA_CHATTER,Chatterbox,28,Community quest_evaluation,Chat messages sent >= 5
Quest Result Title,EVA_GOOD_EXPRESSION,Emotional Anchor,29,Community quest_evaluation,Gestures sent >= 5
Quest Result Title,EVA_NO_CURE_DRAG,No Healing Needed,30,Community quest_evaluation,No healing used
Quest Result Title,EVA_REAL_TIME_CURE,Resourceful,31,Community quest_evaluation,Picked healing items >= 5
Quest Result Title,EVA_NICE_THROW,Star Pitcher,32,Community quest_evaluation,Thrown items >= 5
Quest Result Title,EVA_ICE_CURE,Warming Hand,33,Community quest_evaluation,Glaciate breaks/dispels >= 2
Quest Result Title,EVA_SAND_CURE,Excavator,34,Community quest_evaluation,Sandtomb breaks/dispels >= 2
Quest Result Title,EVA_DEBUFF_CURE,Purifying Hand,35,Community quest_evaluation,Dispels >= 2
Quest Result Title,EVA_WEAK_POINT,I Smell Weakness,36,Community quest_evaluation,Elemental weakpoint attacks >= 5
Quest Result Title,EVA_FAST_ATTACK,Rusher,37,Community quest_evaluation,Attacked enemy first >= 5 enemies
Quest Result Title,EVA_LINKTIME_ATTACK,Quick as Lightning,38,Community quest_evaluation,Attacks during link time >= 50
Quest Result Title,EVA_NO_DAMAGE,Unscathed,39,Community quest_evaluation,No damage received
Overmastery Bonus,OM_BONUS_01,Attack Power Up,1,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_02,Health Up,2,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_03,Critical Hit Rate Up,3,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_04,Stun Power Up,4,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_05,Skill Damage Up,5,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_06,Skybound Art Damage Up,6,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_07,Chain Burst Damage Up,7,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_08,Normal Attack Damage Cap Up,8,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_09,Skill Damage Cap Up,9,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_10,Skybound Art Damage Cap Up,10,Community overmasteries,Appears in overmastery tier pools
Overmastery Bonus,OM_BONUS_11,Healing Cap Up,11,Community overmasteries,Appears in overmastery tier pools
Overmastery Rank Chance,OM_RANK_01,1 star rank chance,1,Community overmasteries,Tier1=0%; Tier2=0%; Tier3=0%
Overmastery Rank Chance,OM_RANK_02,2 star rank chance,2,Community overmasteries,Tier1=0%; Tier2=0%; Tier3=0%
Overmastery Rank Chance,OM_RANK_03,3 star rank chance,3,Community overmasteries,Tier1=35%; Tier2=3%; Tier3=5%
Overmastery Rank Chance,OM_RANK_04,4 star rank chance,4,Community overmasteries,Tier1=26%; Tier2=5%; Tier3=5%
Overmastery Rank Chance,OM_RANK_05,5 star rank chance,5,Community overmasteries,Tier1=17%; Tier2=11%; Tier3=7%
Overmastery Rank Chance,OM_RANK_06,6 star rank chance,6,Community overmasteries,Tier1=11%; Tier2=35%; Tier3=10%
Overmastery Rank Chance,OM_RANK_07,7 star rank chance,7,Community overmasteries,Tier1=5%; Tier2=26%; Tier3=15%
Overmastery Rank Chance,OM_RANK_08,8 star rank chance,8,Community overmasteries,Tier1=3%; Tier2=17%; Tier3=18%
Overmastery Rank Chance,OM_RANK_09,9 star rank chance,9,Community overmasteries,Tier1=2%; Tier2=2%; Tier3=22%
Overmastery Rank Chance,OM_RANK_10,10 star rank chance,10,Community overmasteries,Tier1=1%; Tier2=1%; Tier3=18%
PWR Input Type,0,Base Value,0,Community pwr_power,chara_power_adjust[0]
PWR Input Type,1,Level,1,Community pwr_power,player level * 10.0
PWR Input Type,2,Weapon Level,2,Community pwr_power,weapon level * 5.0
PWR Input Type,3,Weapon Awakening Level,3,Community pwr_power,weapon awakening level * 10.0
PWR Input Type,4,Attack Display Value,4,Community pwr_power,attack value * 1.0 then attenuated
PWR Input Type,5,HP Display Value,5,Community pwr_power,hp value * 1.0 then attenuated
PWR Input Type,6,Total Trait Levels,6,Community pwr_power,total trait levels * 5.0; Sigil Booster excluded
PWR Input Type,7,Masteries/MSP Spent,7,Community pwr_power,total MSP spent * 1.0 then attenuated
PWR Input Type,8,Overmastery Rank Sum,8,Community pwr_power,sum of four overmastery ranks * 35.0
PWR Input Type,9,Mirage Munitions,9,Community pwr_power,munition number * 10.0
PWR Input Type,10,Final Multiplier,10,Community pwr_power,final PWR multiplier
Roll of the Die Outcome,ROTD_4X,4x damage,4,Community rotd,Chance=1%; Ignores damage cap; max cap set to 999999
Roll of the Die Outcome,ROTD_3X,3x damage,3,Community rotd,Chance=5%;
Roll of the Die Outcome,ROTD_2X,2x damage,2,Community rotd,Chance=18%;
Roll of the Die Outcome,ROTD_1X,1x damage,1,Community rotd,Chance=26%;
Roll of the Die Outcome,ROTD_1_DAMAGE,1 damage,0,Community rotd,Chance=50%; 1 damage outcome
Mechanic Key,SKILL_157_00,Roll of the Die skill status key,,Community rotd,Percentages depend on skill_status key
Sigil Synthesis Grand Success,44,Total sigil level 44 grand success chance,44,Community gem_mix,Grand success chance=45%
Sigil Synthesis Grand Success,46,Total sigil level 46 grand success chance,46,Community gem_mix,Grand success chance=48%
Sigil Synthesis Grand Success,48,Total sigil level 48 grand success chance,48,Community gem_mix,Grand success chance=51%
Sigil Synthesis Grand Success,50,Total sigil level 50 grand success chance,50,Community gem_mix,Grand success chance=54%
Sigil Synthesis Grand Success,52,Total sigil level 52 grand success chance,52,Community gem_mix,Grand success chance=57%
Sigil Synthesis Grand Success,54,Total sigil level 54 grand success chance,54,Community gem_mix,Grand success chance=60%
Sigil Synthesis Grand Success,56,Total sigil level 56 grand success chance,56,Community gem_mix,Grand success chance=70%
Sigil Synthesis Grand Success,58,Total sigil level 58 grand success chance,58,Community gem_mix,Grand success chance=75%
Sigil Synthesis Grand Success,60,Total sigil level 60 grand success chance,60,Community gem_mix,Grand success chance=85%
Terminus Reward Reference,407318,The Tale of Bahamut's Rage,,Community terminus,Quest that can drop Terminus weapons
Terminus Reward Reference,RW_407318_400,Terminus Weapon Reward Chest,,Community terminus,Reward row/chest with Terminus weapon lot
Terminus Reward Reference,RW_407318_401,Bahamut Rage Reward Chest 401,,Community terminus,Quest completion reward row
Terminus Reward Reference,RW_407318_402,Bahamut Rage Reward Chest 402,,Community terminus,Quest completion reward row
Terminus Reward Reference,RW_407318_403,Bahamut Rage Reward Chest 403,,Community terminus,Quest completion reward row
Terminus Reward Reference,RW_407318_404,Bahamut Rage Reward Chest 404,,Community terminus,Quest completion reward row
Terminus Reward Reference,1BF30AB2,Terminus Reward Lot Key,,Community terminus,Reward lot key containing Terminus weapons
Text Key,TXT_YOROZU_COMP_PROB_LOW,Siero low synthesis probability line,,Community gem_mix,Sigil synthesis probability message
Text Key,TXT_YOROZU_COMP_PROB_MID,Siero mid synthesis probability line,,Community gem_mix,Sigil synthesis probability message
Text Key,TXT_YOROZU_COMP_PROB_HIGH,Siero high synthesis probability line,,Community gem_mix,Sigil synthesis probability message
